"Measuring program","Site name","Station number","Station name","Latitude","Longitude","Sampling location","Sample date","Sample time","Sample depth","Sample final depth","Sample number","Sample Matrix","Sample Type","Sample Collection","Laboratory","QC Sample (Y/N)","Lab QAQC Batch ID","Analysis method name","Analysis method code","Reporting Detection Limit (RDL)","RDL Unit","Parameter type group","Parameter type name","Parameter sign","Parameter value","Parameter unit symbol","Parameter value and sign","Parameter unit name","Lab Qualifier 1","Lab Qualifier 2","Lab Qualifier 3","Lab Qualifier 4","Sampling comment","Sample remark","Parameter remark","Parameter standard remark","Last modified date and time"
"ABS191","ELLS RIVER","AB07DA0750","AT THE MOUTH ARC KM 223.2","57.30444000","-111.67583000","Centre","2015-01-15","09:50:00","","","15SWE02301-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.13","ug/L","Minor Elements","Aluminum Dissolved","","7.21","µg/l","7.21","microgram per litre","","","","","The Sulphide analysis was subcontracted.  wind n 5-10 little flow","","","","2021-06-02 17:01:31"
"ABS191","ELLS RIVER","AB07DA0750","AT THE MOUTH ARC KM 223.2","57.30444000","-111.67583000","Centre","2015-01-15","09:50:00","","","15SWE02301-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.2","ug/L","Minor Elements","Aluminum Total Recoverable","","181","µg/l","181","microgram per litre","","","","","The Sulphide analysis was subcontracted.  wind n 5-10 little flow","","","","2021-06-02 17:01:31"
"ABS191","ELLS RIVER","AB07DA0750","AT THE MOUTH ARC KM 223.2","57.30444000","-111.67583000","Centre","2015-01-15","09:50:00","","","15SWE02301-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Calculated value","4","","meq/L","Major Ions","Anions Total","","2.8500","me/L","2.8500","Milliequivalent per litre","","","","","The Sulphide analysis was subcontracted.  wind n 5-10 little flow","","","","2021-06-02 17:01:31"
"ABS191","ELLS RIVER","AB07DA0750","AT THE MOUTH ARC KM 223.2","57.30444000","-111.67583000","Centre","2015-01-15","09:50:00","","","15SWE02301-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.008","ug/L","Minor Elements","Antimony Dissolved","","0.064","µg/l","0.064","microgram per litre","","","","","The Sulphide analysis was subcontracted.  wind n 5-10 little flow","","","","2021-06-02 17:01:31"
"ABS191","ELLS RIVER","AB07DA0750","AT THE MOUTH ARC KM 223.2","57.30444000","-111.67583000","Centre","2015-01-15","09:50:00","","","15SWE02301-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.001","ug/L","Minor Elements","Antimony Total Recoverable","","0.064","µg/l","0.064","microgram per litre","","","","","The Sulphide analysis was subcontracted.  wind n 5-10 little flow","","","","2021-06-02 17:01:31"
"ABS191","ELLS RIVER","AB07DA0750","AT THE MOUTH ARC KM 223.2","57.30444000","-111.67583000","Centre","2015-01-15","09:50:00","","","15SWE02301-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.003","ug/L","Minor Elements","Arsenic Dissolved","","0.418","µg/l","0.418","microgram per litre","","","","","The Sulphide analysis was subcontracted.  wind n 5-10 little flow","","","","2021-06-02 17:01:31"
"ABS191","ELLS RIVER","AB07DA0750","AT THE MOUTH ARC KM 223.2","57.30444000","-111.67583000","Centre","2015-01-15","09:50:00","","","15SWE02301-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.004","ug/L","Minor Elements","Arsenic Total Recoverable","","0.605","µg/l","0.605","microgram per litre","","","","","The Sulphide analysis was subcontracted.  wind n 5-10 little flow","","","","2021-06-02 17:01:31"
"ABS191","ELLS RIVER","AB07DA0750","AT THE MOUTH ARC KM 223.2","57.30444000","-111.67583000","Centre","2015-01-15","09:50:00","","","15SWE02301-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.05","ug/L","Minor Elements","Barium Dissolved","","39.1","µg/l","39.1","microgram per litre","","","","","The Sulphide analysis was subcontracted.  wind n 5-10 little flow","","","","2021-06-02 17:01:31"
"ABS191","ELLS RIVER","AB07DA0750","AT THE MOUTH ARC KM 223.2","57.30444000","-111.67583000","Centre","2015-01-15","09:50:00","","","15SWE02301-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.004","ug/L","Minor Elements","Barium Total Recoverable","","42.9","µg/l","42.9","microgram per litre","","","","","The Sulphide analysis was subcontracted.  wind n 5-10 little flow","","","","2021-06-02 17:01:31"
"ABS191","ELLS RIVER","AB07DA0750","AT THE MOUTH ARC KM 223.2","57.30444000","-111.67583000","Centre","2015-01-15","09:50:00","","","15SWE02301-01","WATER","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Hydrocarbons in water are analyzed by gas chromatography/mass spectrometry (GC/MS) (CCME derived).","3319","0.1","ug/L","Hydrocarbons","Benzene","<","0.10","µg/l","<0.10","microgram per litre","","","","","The Sulphide analysis was subcontracted.  wind n 5-10 little flow","","","","2021-06-02 17:01:31"
