"Measuring program","Site name","Station number","Station name","Latitude","Longitude","Sampling location","Sample date","Sample time","Sample depth","Sample final depth","Sample number","Sample Matrix","Sample Type","Sample Collection","Laboratory","QC Sample (Y/N)","Lab QAQC Batch ID","Analysis method name","Analysis method code","Reporting Detection Limit (RDL)","RDL Unit","Parameter type group","Parameter type name","Parameter sign","Parameter value","Parameter unit symbol","Parameter value and sign","Parameter unit name","Lab Qualifier 1","Lab Qualifier 2","Lab Qualifier 3","Lab Qualifier 4","Sampling comment","Sample remark","Parameter remark","Parameter standard remark","Last modified date and time"
"ABS098","WF6","AB07DA3210","UNNAMED LAKE P97","56.81000000","-111.72060000","Centre","2011-08-17","08:45:00","","","11SWE06502","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","1","ug/L","Minor Elements","Aluminum Dissolved","","26.5","µg/l","26.5","microgram per litre","","","","","","","lots of tadpoles, 60% macrophytes yellow color to water. no secchi or water depth sample taken from helicopter","","2021-02-04 09:51:43"
"ABS098","WF6","AB07DA3210","UNNAMED LAKE P97","56.81000000","-111.72060000","Centre","2011-08-17","08:45:00","","","11SWE06502","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","3","ug/L","Minor Elements","Aluminum Total Recoverable","","35.2","µg/l","35.2","microgram per litre","","","","","","","lots of tadpoles, 60% macrophytes yellow color to water. no secchi or water depth sample taken from helicopter","","2021-02-04 09:51:43"
"ABS098","WF6","AB07DA3210","UNNAMED LAKE P97","56.81000000","-111.72060000","Centre","2011-08-17","08:45:00","","","11SWE06502","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.05","ug/L","Minor Elements","Antimony Dissolved","","0.020","µg/l","0.020","microgram per litre","","","","","","","lots of tadpoles, 60% macrophytes yellow color to water. no secchi or water depth sample taken from helicopter","","2021-02-04 09:51:43"
"ABS098","WF6","AB07DA3210","UNNAMED LAKE P97","56.81000000","-111.72060000","Centre","2011-08-17","08:45:00","","","11SWE06502","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.05","ug/L","Minor Elements","Antimony Total Recoverable","","0.020","µg/l","0.020","microgram per litre","","","","","","","lots of tadpoles, 60% macrophytes yellow color to water. no secchi or water depth sample taken from helicopter","","2021-02-04 09:51:43"
"ABS098","WF6","AB07DA3210","UNNAMED LAKE P97","56.81000000","-111.72060000","Centre","2011-08-17","08:45:00","","","11SWE06502","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.1","ug/L","Minor Elements","Arsenic Dissolved","","0.302","µg/l","0.302","microgram per litre","","","","","","","lots of tadpoles, 60% macrophytes yellow color to water. no secchi or water depth sample taken from helicopter","","2021-02-04 09:51:43"
"ABS098","WF6","AB07DA3210","UNNAMED LAKE P97","56.81000000","-111.72060000","Centre","2011-08-17","08:45:00","","","11SWE06502","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.1","ug/L","Minor Elements","Arsenic Total Recoverable","","0.313","µg/l","0.313","microgram per litre","","","","","","","lots of tadpoles, 60% macrophytes yellow color to water. no secchi or water depth sample taken from helicopter","","2021-02-04 09:51:43"
"ABS098","WF6","AB07DA3210","UNNAMED LAKE P97","56.81000000","-111.72060000","Centre","2011-08-17","08:45:00","","","11SWE06502","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.1","ug/L","Minor Elements","Barium Dissolved","","10.6","µg/l","10.6","microgram per litre","","","","","","","lots of tadpoles, 60% macrophytes yellow color to water. no secchi or water depth sample taken from helicopter","","2021-02-04 09:51:43"
"ABS098","WF6","AB07DA3210","UNNAMED LAKE P97","56.81000000","-111.72060000","Centre","2011-08-17","08:45:00","","","11SWE06502","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.1","ug/L","Minor Elements","Barium Total Recoverable","","12.0","µg/l","12.0","microgram per litre","","","","","","","lots of tadpoles, 60% macrophytes yellow color to water. no secchi or water depth sample taken from helicopter","","2021-02-04 09:51:43"
"ABS098","WF6","AB07DA3210","UNNAMED LAKE P97","56.81000000","-111.72060000","Centre","2011-08-17","08:45:00","","","11SWE06502","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Dissolved elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1849","0.1","ug/L","Minor Elements","Beryllium Dissolved","","0.00730","µg/l","0.00730","microgram per litre","","","","","","","lots of tadpoles, 60% macrophytes yellow color to water. no secchi or water depth sample taken from helicopter","","2021-02-04 09:51:43"
"ABS098","WF6","AB07DA3210","UNNAMED LAKE P97","56.81000000","-111.72060000","Centre","2011-08-17","08:45:00","","","11SWE06502","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES)","N","","Total recoverable elements by inductively coupled argon plasma emission spectrometry (ICP-MS).","1847","0.1","ug/L","Minor Elements","Beryllium Total Recoverable","","0.00740","µg/l","0.00740","microgram per litre","","","","","","","lots of tadpoles, 60% macrophytes yellow color to water. no secchi or water depth sample taken from helicopter","","2021-02-04 09:51:43"
